config #	worker1.replicaCount	worker1.resources.requests.cpu	worker1.resources.requests.memory	worker2.replicaCount	worker2.resources.requests.cpu	worker2.resources.requests.memory	worker3.replicaCount	worker3.resources.requests.cpu	worker3.resources.requests.memory	worker4.replicaCount	worker4.resources.requests.cpu	worker4.resources.requests.memory	SLAName	CompletionTime	Successfull	
42	2	5	4	1	4	3	0	1	2	0	1	2	silver	22.159319158	true	
43	3	5	4	1	4	3	0	1	2	0	1	2	silver	22.345993388	true	
44	0	6	4	1	4	3	0	1	2	0	1	2	silver	19.719884645	true	
45	1	6	4	1	4	3	0	1	2	0	1	2	silver	20.286278232	true	
46	2	6	4	1	4	3	0	1	2	0	1	2	silver	21.149518852	true	
47	3	6	4	1	4	3	0	1	2	0	1	2	silver	23.043473629	true	
48	0	5	4	2	4	3	0	1	2	0	1	2	silver	22.608991622	true	
49	1	5	4	2	4	3	0	1	2	0	1	2	silver	23.515611434	true	
50	2	5	4	2	4	3	0	1	2	0	1	2	silver	21.06522183	true	
51	3	5	4	2	4	3	0	1	2	0	1	2	silver	23.487031639	true	
52	0	6	4	2	4	3	0	1	2	0	1	2	silver	17.71877942	true	
53	1	6	4	2	4	3	0	1	2	0	1	2	silver	21.240071987	true	
54	2	6	4	2	4	3	0	1	2	0	1	2	silver	22.222275497	true	
55	3	6	4	2	4	3	0	1	2	0	1	2	silver	21.388598563	true	
56	0	5	4	3	4	3	0	1	2	0	1	2	silver	21.016903924	true	
57	1	5	4	3	4	3	0	1	2	0	1	2	silver	21.648864685	true	
58	2	5	4	3	4	3	0	1	2	0	1	2	silver	20.917494939	true	
59	3	5	4	3	4	3	0	1	2	0	1	2	silver	24.523329748	true	
60	0	6	4	3	4	3	0	1	2	0	1	2	silver	22.197730067	true	
61	1	6	4	3	4	3	0	1	2	0	1	2	silver	22.267068708	true	
62	2	6	4	3	4	3	0	1	2	0	1	2	silver	24.849972565	true	
63	3	6	4	3	4	3	0	1	2	0	1	2	silver	22.898445946	true	
64	0	5	4	0	3	3	1	1	2	0	1	2	silver	50.260321057	true	
65	1	5	4	0	3	3	1	1	2	0	1	2	silver	97.199251934	true	
66	2	5	4	0	3	3	1	1	2	0	1	2	silver	53.777462203	true	
67	3	5	4	0	3	3	1	1	2	0	1	2	silver	60.581015364	true	
68	0	6	4	0	3	3	1	1	2	0	1	2	silver	55.867014694	true	
69	1	6	4	0	3	3	1	1	2	0	1	2	silver	50.77538002	true	
70	2	6	4	0	3	3	1	1	2	0	1	2	silver	38.694180466	true	
71	3	6	4	0	3	3	1	1	2	0	1	2	silver	45.890381068	true	
72	0	5	4	1	3	3	1	1	2	0	1	2	silver	63.130159013	true	
73	1	5	4	1	3	3	1	1	2	0	1	2	silver	39.088214975	true	
74	2	5	4	1	3	3	1	1	2	0	1	2	silver	39.615787691	true	
75	3	5	4	1	3	3	1	1	2	0	1	2	silver	51.474145059	true	
76	0	6	4	1	3	3	1	1	2	0	1	2	silver	58.912006847	true	
77	1	6	4	1	3	3	1	1	2	0	1	2	silver	38.525541074	true	
78	2	6	4	1	3	3	1	1	2	0	1	2	silver	38.908508788	true	
79	3	6	4	1	3	3	1	1	2	0	1	2	silver	62.608407298	true	
80	0	5	4	2	3	3	1	1	2	0	1	2	silver	66.763996361	true	
81	1	5	4	2	3	3	1	1	2	0	1	2	silver	63.223708253	true	
82	2	5	4	2	3	3	1	1	2	0	1	2	silver	40.883499699	true	
83	3	5	4	2	3	3	1	1	2	0	1	2	silver	46.91492226	true	
84	0	6	4	2	3	3	1	1	2	0	1	2	silver	36.289624571	true	
85	1	6	4	2	3	3	1	1	2	0	1	2	silver	56.679913995	true	
86	2	6	4	2	3	3	1	1	2	0	1	2	silver	59.152741615	true	
87	3	6	4	2	3	3	1	1	2	0	1	2	silver	54.948239989	true	
88	0	5	4	3	3	3	1	1	2	0	1	2	silver	69.186855123	true	
89	1	5	4	3	3	3	1	1	2	0	1	2	silver	52.480098963	true	
90	2	5	4	3	3	3	1	1	2	0	1	2	silver	38.475212663	true	
91	3	5	4	3	3	3	1	1	2	0	1	2	silver	32.273618908	true	
92	0	6	4	3	3	3	1	1	2	0	1	2	silver	35.094870051	true	
93	1	6	4	3	3	3	1	1	2	0	1	2	silver	31.756520684	true	
94	2	6	4	3	3	3	1	1	2	0	1	2	silver	50.578185481	true	
95	3	6	4	3	3	3	1	1	2	0	1	2	silver	46.526631892	true	
96	0	5	4	0	4	3	1	1	2	0	1	2	silver	74.701495937	true	
97	1	5	4	0	4	3	1	1	2	0	1	2	silver	60.855264364	true	
98	2	5	4	0	4	3	1	1	2	0	1	2	silver	52.442458971	true	
99	3	5	4	0	4	3	1	1	2	0	1	2	silver	48.760622629	true	
100	0	6	4	0	4	3	1	1	2	0	1	2	silver	48.098540104	true	
101	1	6	4	0	4	3	1	1	2	0	1	2	silver	49.704776133	true	
102	2	6	4	0	4	3	1	1	2	0	1	2	silver	53.933048536	true	
103	3	6	4	0	4	3	1	1	2	0	1	2	silver	50.994900999	true	
104	0	5	4	1	4	3	1	1	2	0	1	2	silver	45.32813663	true	
105	1	5	4	1	4	3	1	1	2	0	1	2	silver	52.7402179	true	
106	2	5	4	1	4	3	1	1	2	0	1	2	silver	41.562138025	true	
107	3	5	4	1	4	3	1	1	2	0	1	2	silver	69.521036467	true	
108	0	6	4	1	4	3	1	1	2	0	1	2	silver	46.885694396	true	
109	1	6	4	1	4	3	1	1	2	0	1	2	silver	34.31659618	true	
110	2	6	4	1	4	3	1	1	2	0	1	2	silver	35.708653663	true	
111	3	6	4	1	4	3	1	1	2	0	1	2	silver	32.477467451	true	
112	0	5	4	2	4	3	1	1	2	0	1	2	silver	67.172563023	true	
113	1	5	4	2	4	3	1	1	2	0	1	2	silver	70.385278617	true	
114	2	5	4	2	4	3	1	1	2	0	1	2	silver	45.217812772	true	
115	3	5	4	2	4	3	1	1	2	0	1	2	silver	39.296601132	true	
116	0	6	4	2	4	3	1	1	2	0	1	2	silver	49.865641798	true	
117	1	6	4	2	4	3	1	1	2	0	1	2	silver	55.780401389	true	
118	2	6	4	2	4	3	1	1	2	0	1	2	silver	38.602177442	true	
119	3	6	4	2	4	3	1	1	2	0	1	2	silver	38.485822611	true	
120	0	5	4	3	4	3	1	1	2	0	1	2	silver	30.86904132	true	
121	1	5	4	3	4	3	1	1	2	0	1	2	silver	45.757149737	true	
122	2	5	4	3	4	3	1	1	2	0	1	2	silver	43.653126599	true	
123	3	5	4	3	4	3	1	1	2	0	1	2	silver	47.250038524	true	
124	0	6	4	3	4	3	1	1	2	0	1	2	silver	36.646617475	true	
125	1	6	4	3	4	3	1	1	2	0	1	2	silver	55.541512825	true	
126	2	6	4	3	4	3	1	1	2	0	1	2	silver	41.137916244	true	
127	3	6	4	3	4	3	1	1	2	0	1	2	silver	50.642577072	true	
128	0	5	4	0	3	3	2	1	2	0	1	2	silver	66.026710156	true	
129	1	5	4	0	3	3	2	1	2	0	1	2	silver	29.26289417	true	
130	2	5	4	0	3	3	2	1	2	0	1	2	silver	31.291364607	true	
131	3	5	4	0	3	3	2	1	2	0	1	2	silver	38.076296929	true	
132	0	6	4	0	3	3	2	1	2	0	1	2	silver	50.640919741	true	
133	1	6	4	0	3	3	2	1	2	0	1	2	silver	68.733079704	true	
134	2	6	4	0	3	3	2	1	2	0	1	2	silver	69.226224761	true	
135	3	6	4	0	3	3	2	1	2	0	1	2	silver	34.420970956	true	
136	0	5	4	1	3	3	2	1	2	0	1	2	silver	54.463746608	true	
137	1	5	4	1	3	3	2	1	2	0	1	2	silver	66.778171389	true	
138	2	5	4	1	3	3	2	1	2	0	1	2	silver	41.251517298	true	
139	3	5	4	1	3	3	2	1	2	0	1	2	silver	58.031518269	true	
140	0	6	4	1	3	3	2	1	2	0	1	2	silver	57.417727628	true	
141	1	6	4	1	3	3	2	1	2	0	1	2	silver	40.596490087	true	
142	2	6	4	1	3	3	2	1	2	0	1	2	silver	30.223244829	true	
143	3	6	4	1	3	3	2	1	2	0	1	2	silver	44.290720441	true	
144	0	5	4	2	3	3	2	1	2	0	1	2	silver	40.907671647	true	
145	1	5	4	2	3	3	2	1	2	0	1	2	silver	61.92611307	true	
146	2	5	4	2	3	3	2	1	2	0	1	2	silver	32.718353679	true	
147	3	5	4	2	3	3	2	1	2	0	1	2	silver	53.961451997	true	
148	0	6	4	2	3	3	2	1	2	0	1	2	silver	31.278052033	true	
149	1	6	4	2	3	3	2	1	2	0	1	2	silver	32.383761668	true	
150	2	6	4	2	3	3	2	1	2	0	1	2	silver	58.711673263	true	
151	3	6	4	2	3	3	2	1	2	0	1	2	silver	39.514439279	true	
152	0	5	4	3	3	3	2	1	2	0	1	2	silver	47.749657741	true	
153	1	5	4	3	3	3	2	1	2	0	1	2	silver	38.759469649	true	
154	2	5	4	3	3	3	2	1	2	0	1	2	silver	48.468380192	true	
155	3	5	4	3	3	3	2	1	2	0	1	2	silver	36.391177033	true	
156	0	6	4	3	3	3	2	1	2	0	1	2	silver	29.938285459	true	
157	1	6	4	3	3	3	2	1	2	0	1	2	silver	28.732720844	true	
158	2	6	4	3	3	3	2	1	2	0	1	2	silver	39.327607263	true	
159	3	6	4	3	3	3	2	1	2	0	1	2	silver	29.706856625	true	
160	0	5	4	0	4	3	2	1	2	0	1	2	silver	72.013185803	true	
161	1	5	4	0	4	3	2	1	2	0	1	2	silver	75.233264254	true	
162	2	5	4	0	4	3	2	1	2	0	1	2	silver	49.496436041	true	
163	3	5	4	0	4	3	2	1	2	0	1	2	silver	40.450260736	true	
164	0	6	4	0	4	3	2	1	2	0	1	2	silver	87.010517696	true	
165	1	6	4	0	4	3	2	1	2	0	1	2	silver	53.246594729	true	
166	2	6	4	0	4	3	2	1	2	0	1	2	silver	39.924105823	true	
167	3	6	4	0	4	3	2	1	2	0	1	2	silver	48.982403584	true	
168	0	5	4	1	4	3	2	1	2	0	1	2	silver	53.212975522	true	
169	1	5	4	1	4	3	2	1	2	0	1	2	silver	67.679751824	true	
170	2	5	4	1	4	3	2	1	2	0	1	2	silver	43.788000646	true	
171	3	5	4	1	4	3	2	1	2	0	1	2	silver	44.062576777	true	
172	0	6	4	1	4	3	2	1	2	0	1	2	silver	54.069076222	true	
173	1	6	4	1	4	3	2	1	2	0	1	2	silver	58.285586725	true	
174	2	6	4	1	4	3	2	1	2	0	1	2	silver	54.730262067	true	
175	3	6	4	1	4	3	2	1	2	0	1	2	silver	31.962517363	true	
176	0	5	4	2	4	3	2	1	2	0	1	2	silver	71.129338852	true	
177	1	5	4	2	4	3	2	1	2	0	1	2	silver	45.269440131	true	
178	2	5	4	2	4	3	2	1	2	0	1	2	silver	49.886654582	true	
179	3	5	4	2	4	3	2	1	2	0	1	2	silver	35.675489108	true	
180	0	6	4	2	4	3	2	1	2	0	1	2	silver	38.471504923	true	
181	1	6	4	2	4	3	2	1	2	0	1	2	silver	47.587572155	true	
182	2	6	4	2	4	3	2	1	2	0	1	2	silver	49.178919928	true	
183	3	6	4	2	4	3	2	1	2	0	1	2	silver	49.905294295	true	
184	0	5	4	3	4	3	2	1	2	0	1	2	silver	46.925020146	true	
185	1	5	4	3	4	3	2	1	2	0	1	2	silver	50.10738371	true	
186	2	5	4	3	4	3	2	1	2	0	1	2	silver	35.109441778	true	
187	3	5	4	3	4	3	2	1	2	0	1	2	silver	40.888978701	true	
188	0	6	4	3	4	3	2	1	2	0	1	2	silver	52.417003118	true	
189	1	6	4	3	4	3	2	1	2	0	1	2	silver	50.834943748	true	
190	2	6	4	3	4	3	2	1	2	0	1	2	silver	36.990800417	true	
191	3	6	4	3	4	3	2	1	2	0	1	2	silver	46.746072127	true	
192	0	5	4	0	3	3	3	1	2	0	1	2	silver	57.922689765	true	
193	1	5	4	0	3	3	3	1	2	0	1	2	silver	32.043882155	true	
194	2	5	4	0	3	3	3	1	2	0	1	2	silver	61.963209173	true	
195	3	5	4	0	3	3	3	1	2	0	1	2	silver	37.568053231	true	
196	0	6	4	0	3	3	3	1	2	0	1	2	silver	46.974614996	true	
197	1	6	4	0	3	3	3	1	2	0	1	2	silver	69.773197724	true	
198	2	6	4	0	3	3	3	1	2	0	1	2	silver	51.983351862	true	
199	3	6	4	0	3	3	3	1	2	0	1	2	silver	42.357638857	true	
200	0	5	4	1	3	3	3	1	2	0	1	2	silver	67.017861685	true	
201	1	5	4	1	3	3	3	1	2	0	1	2	silver	56.855383971	true	
202	2	5	4	1	3	3	3	1	2	0	1	2	silver	61.4435921	true	
203	3	5	4	1	3	3	3	1	2	0	1	2	silver	44.153570148	true	
204	0	6	4	1	3	3	3	1	2	0	1	2	silver	45.882485559	true	
205	1	6	4	1	3	3	3	1	2	0	1	2	silver	51.398447333	true	
206	2	6	4	1	3	3	3	1	2	0	1	2	silver	46.828322765	true	
207	3	6	4	1	3	3	3	1	2	0	1	2	silver	37.594099327	true	
208	0	5	4	2	3	3	3	1	2	0	1	2	silver	58.554822167	true	
209	1	5	4	2	3	3	3	1	2	0	1	2	silver	36.807875968	true	
210	2	5	4	2	3	3	3	1	2	0	1	2	silver	41.138980854	true	
211	3	5	4	2	3	3	3	1	2	0	1	2	silver	48.217521099	true	
212	0	6	4	2	3	3	3	1	2	0	1	2	silver	61.954239808	true	
213	1	6	4	2	3	3	3	1	2	0	1	2	silver	54.497352176	true	
214	2	6	4	2	3	3	3	1	2	0	1	2	silver	70.083204715	true	
215	3	6	4	2	3	3	3	1	2	0	1	2	silver	41.420233765	true	
216	0	5	4	3	3	3	3	1	2	0	1	2	silver	52.731845698	true	
217	1	5	4	3	3	3	3	1	2	0	1	2	silver	61.40780832	true	
218	2	5	4	3	3	3	3	1	2	0	1	2	silver	57.460336868	true	
219	3	5	4	3	3	3	3	1	2	0	1	2	silver	45.631813357	true	
220	0	6	4	3	3	3	3	1	2	0	1	2	silver	37.262784576	true	
221	1	6	4	3	3	3	3	1	2	0	1	2	silver	39.189432466	true	
222	2	6	4	3	3	3	3	1	2	0	1	2	silver	52.28084053	true	
223	3	6	4	3	3	3	3	1	2	0	1	2	silver	44.83414482	true	
224	0	5	4	0	4	3	3	1	2	0	1	2	silver	83.194861424	true	
225	1	5	4	0	4	3	3	1	2	0	1	2	silver	50.345387333	true	
226	2	5	4	0	4	3	3	1	2	0	1	2	silver	77.967237411	true	
227	3	5	4	0	4	3	3	1	2	0	1	2	silver	45.821859669	true	
228	0	6	4	0	4	3	3	1	2	0	1	2	silver	89.435159918	true	
229	1	6	4	0	4	3	3	1	2	0	1	2	silver	52.794278103	true	
230	2	6	4	0	4	3	3	1	2	0	1	2	silver	36.534277459	true	
231	3	6	4	0	4	3	3	1	2	0	1	2	silver	48.529414639	true	
232	0	5	4	1	4	3	3	1	2	0	1	2	silver	60.170771921	true	
233	1	5	4	1	4	3	3	1	2	0	1	2	silver	60.96871046	true	
234	2	5	4	1	4	3	3	1	2	0	1	2	silver	40.959775905	true	
235	3	5	4	1	4	3	3	1	2	0	1	2	silver	49.509873949	true	
236	0	6	4	1	4	3	3	1	2	0	1	2	silver	49.821915652	true	
237	1	6	4	1	4	3	3	1	2	0	1	2	silver	40.167795347	true	
238	2	6	4	1	4	3	3	1	2	0	1	2	silver	48.871429176	true	
239	3	6	4	1	4	3	3	1	2	0	1	2	silver	42.181843375	true	
240	0	5	4	2	4	3	3	1	2	0	1	2	silver	40.020134777	true	
241	1	5	4	2	4	3	3	1	2	0	1	2	silver	34.321796774	true	
242	2	5	4	2	4	3	3	1	2	0	1	2	silver	38.274556196	true	
243	3	5	4	2	4	3	3	1	2	0	1	2	silver	65.264077769	true	
244	0	6	4	2	4	3	3	1	2	0	1	2	silver	46.785708819	true	
245	1	6	4	2	4	3	3	1	2	0	1	2	silver	37.046118838	true	
246	2	6	4	2	4	3	3	1	2	0	1	2	silver	36.789859322	true	
247	3	6	4	2	4	3	3	1	2	0	1	2	silver	39.474026816	true	
248	0	5	4	3	4	3	3	1	2	0	1	2	silver	30.353531297	true	
249	1	5	4	3	4	3	3	1	2	0	1	2	silver	55.01499543	true	
250	2	5	4	3	4	3	3	1	2	0	1	2	silver	33.253362907	true	
251	3	5	4	3	4	3	3	1	2	0	1	2	silver	44.937249433	true	
252	0	6	4	3	4	3	3	1	2	0	1	2	silver	73.692343433	true	
253	1	6	4	3	4	3	3	1	2	0	1	2	silver	44.952947957	true	
254	2	6	4	3	4	3	3	1	2	0	1	2	silver	61.276795187	true	
255	3	6	4	3	4	3	3	1	2	0	1	2	silver	36.531259306	true	
256	0	5	4	0	3	3	0	2	2	0	1	2	silver	2.110486249	false	
257	1	5	4	0	3	3	0	2	2	0	1	2	silver	19.428368462999998	true	
258	2	5	4	0	3	3	0	2	2	0	1	2	silver	22.290654679	true	
259	3	5	4	0	3	3	0	2	2	0	1	2	silver	22.421628671	true	
260	0	6	4	0	3	3	0	2	2	0	1	2	silver	2.192075392	false	
261	1	6	4	0	3	3	0	2	2	0	1	2	silver	20.264865973	true	
262	2	6	4	0	3	3	0	2	2	0	1	2	silver	23.081226577	true	
263	3	6	4	0	3	3	0	2	2	0	1	2	silver	21.626035119	true	
264	0	5	4	1	3	3	0	2	2	0	1	2	silver	19.373458992	true	
265	1	5	4	1	3	3	0	2	2	0	1	2	silver	21.932316704	true	
266	2	5	4	1	3	3	0	2	2	0	1	2	silver	22.14274251	true	
267	3	5	4	1	3	3	0	2	2	0	1	2	silver	24.278365646	true	
268	0	6	4	1	3	3	0	2	2	0	1	2	silver	19.845361629	true	
269	1	6	4	1	3	3	0	2	2	0	1	2	silver	21.50422516	true	
270	2	6	4	1	3	3	0	2	2	0	1	2	silver	24.286439367	true	
271	3	6	4	1	3	3	0	2	2	0	1	2	silver	24.374845669	true	
272	0	5	4	2	3	3	0	2	2	0	1	2	silver	22.224105457	true	
273	1	5	4	2	3	3	0	2	2	0	1	2	silver	19.851195016	true	
274	2	5	4	2	3	3	0	2	2	0	1	2	silver	23.289908121	true	
275	3	5	4	2	3	3	0	2	2	0	1	2	silver	22.929609106	true	
276	0	6	4	2	3	3	0	2	2	0	1	2	silver	19.24410562	true	
277	1	6	4	2	3	3	0	2	2	0	1	2	silver	22.186925283	true	
278	2	6	4	2	3	3	0	2	2	0	1	2	silver	25.507355916	true	
279	3	6	4	2	3	3	0	2	2	0	1	2	silver	22.762888116	true	
280	0	5	4	3	3	3	0	2	2	0	1	2	silver	23.839645726	true	
281	1	5	4	3	3	3	0	2	2	0	1	2	silver	24.570094108	true	
282	2	5	4	3	3	3	0	2	2	0	1	2	silver	21.151532518	true	
283	3	5	4	3	3	3	0	2	2	0	1	2	silver	26.263420663	true	
284	0	6	4	3	3	3	0	2	2	0	1	2	silver	21.939593103	true	
285	1	6	4	3	3	3	0	2	2	0	1	2	silver	23.930549144	true	
286	2	6	4	3	3	3	0	2	2	0	1	2	silver	23.949868765	true	
287	3	6	4	3	3	3	0	2	2	0	1	2	silver	21.813903642	true	
288	0	5	4	0	4	3	0	2	2	0	1	2	silver	2.043154958	false	
289	1	5	4	0	4	3	0	2	2	0	1	2	silver	18.635779852	true	
290	2	5	4	0	4	3	0	2	2	0	1	2	silver	21.620404138	true	
291	3	5	4	0	4	3	0	2	2	0	1	2	silver	21.567662663	true	
292	0	6	4	0	4	3	0	2	2	0	1	2	silver	2.083831076	false	
293	1	6	4	0	4	3	0	2	2	0	1	2	silver	21.010895587	true	
294	2	6	4	0	4	3	0	2	2	0	1	2	silver	20.245316354	true	
295	3	6	4	0	4	3	0	2	2	0	1	2	silver	23.360943154	true	
296	0	5	4	1	4	3	0	2	2	0	1	2	silver	18.718980522	true	
297	1	5	4	1	4	3	0	2	2	0	1	2	silver	22.32891143	true	
298	2	5	4	1	4	3	0	2	2	0	1	2	silver	22.764714765	true	
299	3	5	4	1	4	3	0	2	2	0	1	2	silver	24.037609155	true	
300	0	6	4	1	4	3	0	2	2	0	1	2	silver	19.203469642	true	
301	1	6	4	1	4	3	0	2	2	0	1	2	silver	21.020290384	true	
302	2	6	4	1	4	3	0	2	2	0	1	2	silver	21.471399062	true	
303	3	6	4	1	4	3	0	2	2	0	1	2	silver	21.299192676	true	
304	0	5	4	2	4	3	0	2	2	0	1	2	silver	20.305654964	true	
305	1	5	4	2	4	3	0	2	2	0	1	2	silver	25.518273528	true	
306	2	5	4	2	4	3	0	2	2	0	1	2	silver	23.791845619	true	
307	3	5	4	2	4	3	0	2	2	0	1	2	silver	22.334141853	true	
308	0	6	4	2	4	3	0	2	2	0	1	2	silver	21.878464942	true	
309	1	6	4	2	4	3	0	2	2	0	1	2	silver	20.936884408	true	
310	2	6	4	2	4	3	0	2	2	0	1	2	silver	22.836446283	true	
311	3	6	4	2	4	3	0	2	2	0	1	2	silver	22.78508338	true	
312	0	5	4	3	4	3	0	2	2	0	1	2	silver	21.18355238	true	
313	1	5	4	3	4	3	0	2	2	0	1	2	silver	23.169395395	true	
314	2	5	4	3	4	3	0	2	2	0	1	2	silver	23.855894783	true	
315	3	5	4	3	4	3	0	2	2	0	1	2	silver	22.698174208	true	
316	0	6	4	3	4	3	0	2	2	0	1	2	silver	21.832714402	true	
317	1	6	4	3	4	3	0	2	2	0	1	2	silver	24.196581125	true	
318	2	6	4	3	4	3	0	2	2	0	1	2	silver	22.283277778	true	
319	3	6	4	3	4	3	0	2	2	0	1	2	silver	21.929925504	true	
320	0	5	4	0	3	3	1	2	2	0	1	2	silver	74.742257418	true	
321	1	5	4	0	3	3	1	2	2	0	1	2	silver	35.423560475	true	
322	2	5	4	0	3	3	1	2	2	0	1	2	silver	52.366156703	true	
323	3	5	4	0	3	3	1	2	2	0	1	2	silver	38.502302137	true	
324	0	6	4	0	3	3	1	2	2	0	1	2	silver	94.434630434	true	
325	1	6	4	0	3	3	1	2	2	0	1	2	silver	39.610001251	true	
326	2	6	4	0	3	3	1	2	2	0	1	2	silver	49.581878325	true	
327	3	6	4	0	3	3	1	2	2	0	1	2	silver	46.453480734	true	
328	0	5	4	1	3	3	1	2	2	0	1	2	silver	40.708331589	true	
329	1	5	4	1	3	3	1	2	2	0	1	2	silver	31.454575297	true	
330	2	5	4	1	3	3	1	2	2	0	1	2	silver	43.988405177	true	
331	3	5	4	1	3	3	1	2	2	0	1	2	silver	39.252378314	true	
332	0	6	4	1	3	3	1	2	2	0	1	2	silver	53.106640449	true	
333	1	6	4	1	3	3	1	2	2	0	1	2	silver	54.976700265	true	
334	2	6	4	1	3	3	1	2	2	0	1	2	silver	34.117470533	true	
335	3	6	4	1	3	3	1	2	2	0	1	2	silver	32.807757416	true	
336	0	5	4	2	3	3	1	2	2	0	1	2	silver	49.919628007	true	
337	1	5	4	2	3	3	1	2	2	0	1	2	silver	31.62516781	true	
338	2	5	4	2	3	3	1	2	2	0	1	2	silver	60.69344133	true	
339	3	5	4	2	3	3	1	2	2	0	1	2	silver	41.521243811	true	
340	0	6	4	2	3	3	1	2	2	0	1	2	silver	64.806271794	true	
341	1	6	4	2	3	3	1	2	2	0	1	2	silver	40.786396582	true	
342	2	6	4	2	3	3	1	2	2	0	1	2	silver	50.838900011	true	
343	3	6	4	2	3	3	1	2	2	0	1	2	silver	55.247203566	true	
344	0	5	4	3	3	3	1	2	2	0	1	2	silver	38.420476855	true	
345	1	5	4	3	3	3	1	2	2	0	1	2	silver	38.288338825	true	
346	2	5	4	3	3	3	1	2	2	0	1	2	silver	33.800920409	true	
347	3	5	4	3	3	3	1	2	2	0	1	2	silver	31.8076261	true	
348	0	6	4	3	3	3	1	2	2	0	1	2	silver	29.252123594	true	
349	1	6	4	3	3	3	1	2	2	0	1	2	silver	42.213366549	true	
350	2	6	4	3	3	3	1	2	2	0	1	2	silver	45.24074111	true	
351	3	6	4	3	3	3	1	2	2	0	1	2	silver	46.604474429	true	
352	0	5	4	0	4	3	1	2	2	0	1	2	silver	78.621474488	true	
353	1	5	4	0	4	3	1	2	2	0	1	2	silver	34.323004173	true	
354	2	5	4	0	4	3	1	2	2	0	1	2	silver	43.834065363	true	
355	3	5	4	0	4	3	1	2	2	0	1	2	silver	74.42597755	true	
356	0	6	4	0	4	3	1	2	2	0	1	2	silver	52.324977214	true	
357	1	6	4	0	4	3	1	2	2	0	1	2	silver	40.56877529	true	
358	2	6	4	0	4	3	1	2	2	0	1	2	silver	39.932269132	true	
