config #	worker1.replicaCount	worker1.resources.requests.cpu	worker1.resources.requests.memory	worker2.replicaCount	worker2.resources.requests.cpu	worker2.resources.requests.memory	worker3.replicaCount	worker3.resources.requests.cpu	worker3.resources.requests.memory	worker4.replicaCount	worker4.resources.requests.cpu	worker4.resources.requests.memory	SLAName	CompletionTime	Successfull	
58	2	5	4	3	4	3	0	1	2	0	1	2	silver	31.110723882	true	
59	3	5	4	3	4	3	0	1	2	0	1	2	silver	32.51039135	true	
60	0	6	4	3	4	3	0	1	2	0	1	2	silver	30.267587559	true	
61	1	6	4	3	4	3	0	1	2	0	1	2	silver	32.119887391	true	
62	2	6	4	3	4	3	0	1	2	0	1	2	silver	28.982202036	true	
63	3	6	4	3	4	3	0	1	2	0	1	2	silver	29.468593942	true	
64	0	5	4	0	3	3	1	1	2	0	1	2	silver	81.939673678	true	
65	1	5	4	0	3	3	1	1	2	0	1	2	silver	94.323537046	true	
66	2	5	4	0	3	3	1	1	2	0	1	2	silver	51.494325148	true	
67	3	5	4	0	3	3	1	1	2	0	1	2	silver	42.124976188	true	
68	0	6	4	0	3	3	1	1	2	0	1	2	silver	62.429547443	true	
69	1	6	4	0	3	3	1	1	2	0	1	2	silver	50.811391093	true	
70	2	6	4	0	3	3	1	1	2	0	1	2	silver	50.293953203	true	
71	3	6	4	0	3	3	1	1	2	0	1	2	silver	61.084048465	true	
72	0	5	4	1	3	3	1	1	2	0	1	2	silver	73.48937176	true	
73	1	5	4	1	3	3	1	1	2	0	1	2	silver	66.1334489	true	
74	2	5	4	1	3	3	1	1	2	0	1	2	silver	67.485909618	true	
75	3	5	4	1	3	3	1	1	2	0	1	2	silver	39.565816438	true	
76	0	6	4	1	3	3	1	1	2	0	1	2	silver	60.867130459	true	
77	1	6	4	1	3	3	1	1	2	0	1	2	silver	57.04628094	true	
78	2	6	4	1	3	3	1	1	2	0	1	2	silver	65.01938883	true	
79	3	6	4	1	3	3	1	1	2	0	1	2	silver	65.817700202	true	
80	0	5	4	2	3	3	1	1	2	0	1	2	silver	58.307126237	true	
81	1	5	4	2	3	3	1	1	2	0	1	2	silver	61.307665476	true	
82	2	5	4	2	3	3	1	1	2	0	1	2	silver	53.841160374	true	
83	3	5	4	2	3	3	1	1	2	0	1	2	silver	54.645173704	true	
84	0	6	4	2	3	3	1	1	2	0	1	2	silver	81.486023694	true	
85	1	6	4	2	3	3	1	1	2	0	1	2	silver	50.671615657	true	
86	2	6	4	2	3	3	1	1	2	0	1	2	silver	61.334946968	true	
87	3	6	4	2	3	3	1	1	2	0	1	2	silver	40.631629116	true	
88	0	5	4	3	3	3	1	1	2	0	1	2	silver	49.979099543	true	
89	1	5	4	3	3	3	1	1	2	0	1	2	silver	52.792932376	true	
90	2	5	4	3	3	3	1	1	2	0	1	2	silver	53.637021889	true	
91	3	5	4	3	3	3	1	1	2	0	1	2	silver	48.884738073	true	
92	0	6	4	3	3	3	1	1	2	0	1	2	silver	42.512253021	true	
93	1	6	4	3	3	3	1	1	2	0	1	2	silver	58.095672334	true	
94	2	6	4	3	3	3	1	1	2	0	1	2	silver	55.335649466	true	
95	3	6	4	3	3	3	1	1	2	0	1	2	silver	50.723575033	true	
96	0	5	4	0	4	3	1	1	2	0	1	2	silver	100.972486537	true	
97	1	5	4	0	4	3	1	1	2	0	1	2	silver	69.675368537	true	
98	2	5	4	0	4	3	1	1	2	0	1	2	silver	60.445553038	true	
99	3	5	4	0	4	3	1	1	2	0	1	2	silver	56.807866223	true	
100	0	6	4	0	4	3	1	1	2	0	1	2	silver	103.557181696	true	
101	1	6	4	0	4	3	1	1	2	0	1	2	silver	99.374153488	true	
102	2	6	4	0	4	3	1	1	2	0	1	2	silver	52.918186117	true	
103	3	6	4	0	4	3	1	1	2	0	1	2	silver	48.529654733	true	
104	0	5	4	1	4	3	1	1	2	0	1	2	silver	51.856602942	true	
105	1	5	4	1	4	3	1	1	2	0	1	2	silver	59.916379994	true	
106	2	5	4	1	4	3	1	1	2	0	1	2	silver	58.560784798	true	
107	3	5	4	1	4	3	1	1	2	0	1	2	silver	43.169791477	true	
108	0	6	4	1	4	3	1	1	2	0	1	2	silver	89.306073532	true	
109	1	6	4	1	4	3	1	1	2	0	1	2	silver	42.720384725	true	
110	2	6	4	1	4	3	1	1	2	0	1	2	silver	58.294552223	true	
111	3	6	4	1	4	3	1	1	2	0	1	2	silver	50.623816674	true	
112	0	5	4	2	4	3	1	1	2	0	1	2	silver	54.859410035	true	
113	1	5	4	2	4	3	1	1	2	0	1	2	silver	49.652672856	true	
114	2	5	4	2	4	3	1	1	2	0	1	2	silver	41.125270071	true	
115	3	5	4	2	4	3	1	1	2	0	1	2	silver	55.268865318	true	
116	0	6	4	2	4	3	1	1	2	0	1	2	silver	53.999250878	true	
117	1	6	4	2	4	3	1	1	2	0	1	2	silver	60.974166824	true	
118	2	6	4	2	4	3	1	1	2	0	1	2	silver	46.26770157	true	
119	3	6	4	2	4	3	1	1	2	0	1	2	silver	49.41406283	true	
120	0	5	4	3	4	3	1	1	2	0	1	2	silver	40.008386724	true	
121	1	5	4	3	4	3	1	1	2	0	1	2	silver	49.971771671	true	
122	2	5	4	3	4	3	1	1	2	0	1	2	silver	51.234584028	true	
123	3	5	4	3	4	3	1	1	2	0	1	2	silver	46.39886398	true	
124	0	6	4	3	4	3	1	1	2	0	1	2	silver	52.075939456	true	
125	1	6	4	3	4	3	1	1	2	0	1	2	silver	41.883997474	true	
126	2	6	4	3	4	3	1	1	2	0	1	2	silver	68.502586969	true	
127	3	6	4	3	4	3	1	1	2	0	1	2	silver	51.67152333	true	
128	0	5	4	0	3	3	2	1	2	0	1	2	silver	74.136386621	true	
129	1	5	4	0	3	3	2	1	2	0	1	2	silver	60.395239205	true	
130	2	5	4	0	3	3	2	1	2	0	1	2	silver	66.620673089	true	
131	3	5	4	0	3	3	2	1	2	0	1	2	silver	49.928743318	true	
132	0	6	4	0	3	3	2	1	2	0	1	2	silver	71.751274997	true	
133	1	6	4	0	3	3	2	1	2	0	1	2	silver	54.203447464	true	
134	2	6	4	0	3	3	2	1	2	0	1	2	silver	32.562549186	true	
135	3	6	4	0	3	3	2	1	2	0	1	2	silver	51.490645505	true	
136	0	5	4	1	3	3	2	1	2	0	1	2	silver	66.744787635	true	
137	1	5	4	1	3	3	2	1	2	0	1	2	silver	49.245964579	true	
138	2	5	4	1	3	3	2	1	2	0	1	2	silver	66.847194442	true	
139	3	5	4	1	3	3	2	1	2	0	1	2	silver	59.084972994	true	
140	0	6	4	1	3	3	2	1	2	0	1	2	silver	51.225995542	true	
141	1	6	4	1	3	3	2	1	2	0	1	2	silver	50.802669412	true	
142	2	6	4	1	3	3	2	1	2	0	1	2	silver	39.465179704	true	
143	3	6	4	1	3	3	2	1	2	0	1	2	silver	50.809704615	true	
144	0	5	4	2	3	3	2	1	2	0	1	2	silver	52.77701374	true	
145	1	5	4	2	3	3	2	1	2	0	1	2	silver	50.629356358	true	
146	2	5	4	2	3	3	2	1	2	0	1	2	silver	35.755776492	true	
147	3	5	4	2	3	3	2	1	2	0	1	2	silver	48.613024065	true	
148	0	6	4	2	3	3	2	1	2	0	1	2	silver	57.182527205	true	
149	1	6	4	2	3	3	2	1	2	0	1	2	silver	62.626468482	true	
150	2	6	4	2	3	3	2	1	2	0	1	2	silver	68.380574513	true	
151	3	6	4	2	3	3	2	1	2	0	1	2	silver	43.227803918	true	
152	0	5	4	3	3	3	2	1	2	0	1	2	silver	52.433088903	true	
153	1	5	4	3	3	3	2	1	2	0	1	2	silver	49.631284446	true	
154	2	5	4	3	3	3	2	1	2	0	1	2	silver	51.551359868	true	
155	3	5	4	3	3	3	2	1	2	0	1	2	silver	44.556147312	true	
156	0	6	4	3	3	3	2	1	2	0	1	2	silver	63.159673977	true	
157	1	6	4	3	3	3	2	1	2	0	1	2	silver	54.561911317	true	
158	2	6	4	3	3	3	2	1	2	0	1	2	silver	50.831029014	true	
159	3	6	4	3	3	3	2	1	2	0	1	2	silver	67.230945448	true	
160	0	5	4	0	4	3	2	1	2	0	1	2	silver	58.673290385	true	
161	1	5	4	0	4	3	2	1	2	0	1	2	silver	86.307149268	true	
162	2	5	4	0	4	3	2	1	2	0	1	2	silver	49.886417799	true	
163	3	5	4	0	4	3	2	1	2	0	1	2	silver	56.084846783	true	
164	0	6	4	0	4	3	2	1	2	0	1	2	silver	83.932897553	true	
165	1	6	4	0	4	3	2	1	2	0	1	2	silver	64.164758168	true	
166	2	6	4	0	4	3	2	1	2	0	1	2	silver	48.347701158	true	
167	3	6	4	0	4	3	2	1	2	0	1	2	silver	76.073977069	true	
168	0	5	4	1	4	3	2	1	2	0	1	2	silver	44.236125691	true	
169	1	5	4	1	4	3	2	1	2	0	1	2	silver	44.528850518	true	
170	2	5	4	1	4	3	2	1	2	0	1	2	silver	48.108100671	true	
171	3	5	4	1	4	3	2	1	2	0	1	2	silver	39.410856451	true	
172	0	6	4	1	4	3	2	1	2	0	1	2	silver	70.372582055	true	
173	1	6	4	1	4	3	2	1	2	0	1	2	silver	69.189688247	true	
174	2	6	4	1	4	3	2	1	2	0	1	2	silver	55.042768803	true	
175	3	6	4	1	4	3	2	1	2	0	1	2	silver	57.520853761	true	
176	0	5	4	2	4	3	2	1	2	0	1	2	silver	42.256436609	true	
177	1	5	4	2	4	3	2	1	2	0	1	2	silver	53.261938754	true	
178	2	5	4	2	4	3	2	1	2	0	1	2	silver	51.018126054	true	
179	3	5	4	2	4	3	2	1	2	0	1	2	silver	50.389494236	true	
180	0	6	4	2	4	3	2	1	2	0	1	2	silver	47.520003464	true	
181	1	6	4	2	4	3	2	1	2	0	1	2	silver	56.476881001	true	
182	2	6	4	2	4	3	2	1	2	0	1	2	silver	44.518771112	true	
183	3	6	4	2	4	3	2	1	2	0	1	2	silver	52.228913237	true	
184	0	5	4	3	4	3	2	1	2	0	1	2	silver	62.260612483	true	
185	1	5	4	3	4	3	2	1	2	0	1	2	silver	50.265865323	true	
186	2	5	4	3	4	3	2	1	2	0	1	2	silver	49.326619263	true	
187	3	5	4	3	4	3	2	1	2	0	1	2	silver	38.833113217	true	
188	0	6	4	3	4	3	2	1	2	0	1	2	silver	45.047583814	true	
189	1	6	4	3	4	3	2	1	2	0	1	2	silver	41.260013999	true	
190	2	6	4	3	4	3	2	1	2	0	1	2	silver	42.700185345	true	
191	3	6	4	3	4	3	2	1	2	0	1	2	silver	46.736754626	true	
192	0	5	4	0	3	3	3	1	2	0	1	2	silver	96.145587046	true	
193	1	5	4	0	3	3	3	1	2	0	1	2	silver	45.097277861	true	
194	2	5	4	0	3	3	3	1	2	0	1	2	silver	46.15492377	true	
195	3	5	4	0	3	3	3	1	2	0	1	2	silver	49.067858249	true	
196	0	6	4	0	3	3	3	1	2	0	1	2	silver	59.734168848	true	
197	1	6	4	0	3	3	3	1	2	0	1	2	silver	74.91711352	true	
198	2	6	4	0	3	3	3	1	2	0	1	2	silver	49.952987109	true	
199	3	6	4	0	3	3	3	1	2	0	1	2		0	false	
200	0	5	4	1	3	3	3	1	2	0	1	2		0	false	
201	1	5	4	1	3	3	3	1	2	0	1	2		0	false	
202	2	5	4	1	3	3	3	1	2	0	1	2		0	false	
203	3	5	4	1	3	3	3	1	2	0	1	2		0	false	
204	0	6	4	1	3	3	3	1	2	0	1	2		0	false	
205	1	6	4	1	3	3	3	1	2	0	1	2		0	false	
206	2	6	4	1	3	3	3	1	2	0	1	2		0	false	
207	3	6	4	1	3	3	3	1	2	0	1	2		0	false	
208	0	5	4	2	3	3	3	1	2	0	1	2		0	false	
209	1	5	4	2	3	3	3	1	2	0	1	2		0	false	
210	2	5	4	2	3	3	3	1	2	0	1	2		0	false	
211	3	5	4	2	3	3	3	1	2	0	1	2		0	false	
212	0	6	4	2	3	3	3	1	2	0	1	2		0	false	
213	1	6	4	2	3	3	3	1	2	0	1	2		0	false	
214	2	6	4	2	3	3	3	1	2	0	1	2		0	false	
215	3	6	4	2	3	3	3	1	2	0	1	2		0	false	
216	0	5	4	3	3	3	3	1	2	0	1	2		0	false	
217	1	5	4	3	3	3	3	1	2	0	1	2		0	false	
218	2	5	4	3	3	3	3	1	2	0	1	2		0	false	
219	3	5	4	3	3	3	3	1	2	0	1	2		0	false	
220	0	6	4	3	3	3	3	1	2	0	1	2		0	false	
221	1	6	4	3	3	3	3	1	2	0	1	2		0	false	
222	2	6	4	3	3	3	3	1	2	0	1	2		0	false	
223	3	6	4	3	3	3	3	1	2	0	1	2		0	false	
224	0	5	4	0	4	3	3	1	2	0	1	2		0	false	
225	1	5	4	0	4	3	3	1	2	0	1	2		0	false	
226	2	5	4	0	4	3	3	1	2	0	1	2		0	false	
227	3	5	4	0	4	3	3	1	2	0	1	2		0	false	
228	0	6	4	0	4	3	3	1	2	0	1	2		0	false	
229	1	6	4	0	4	3	3	1	2	0	1	2		0	false	
230	2	6	4	0	4	3	3	1	2	0	1	2		0	false	
231	3	6	4	0	4	3	3	1	2	0	1	2		0	false	
232	0	5	4	1	4	3	3	1	2	0	1	2		0	false	
233	1	5	4	1	4	3	3	1	2	0	1	2		0	false	
234	2	5	4	1	4	3	3	1	2	0	1	2		0	false	
235	3	5	4	1	4	3	3	1	2	0	1	2		0	false	
236	0	6	4	1	4	3	3	1	2	0	1	2		0	false	
237	1	6	4	1	4	3	3	1	2	0	1	2		0	false	
238	2	6	4	1	4	3	3	1	2	0	1	2		0	false	
239	3	6	4	1	4	3	3	1	2	0	1	2		0	false	
240	0	5	4	2	4	3	3	1	2	0	1	2		0	false	
241	1	5	4	2	4	3	3	1	2	0	1	2		0	false	
242	2	5	4	2	4	3	3	1	2	0	1	2		0	false	
243	3	5	4	2	4	3	3	1	2	0	1	2		0	false	
244	0	6	4	2	4	3	3	1	2	0	1	2		0	false	
245	1	6	4	2	4	3	3	1	2	0	1	2		0	false	
246	2	6	4	2	4	3	3	1	2	0	1	2		0	false	
247	3	6	4	2	4	3	3	1	2	0	1	2		0	false	
248	0	5	4	3	4	3	3	1	2	0	1	2		0	false	
249	1	5	4	3	4	3	3	1	2	0	1	2		0	false	
250	2	5	4	3	4	3	3	1	2	0	1	2		0	false	
251	3	5	4	3	4	3	3	1	2	0	1	2		0	false	
252	0	6	4	3	4	3	3	1	2	0	1	2		0	false	
253	1	6	4	3	4	3	3	1	2	0	1	2		0	false	
254	2	6	4	3	4	3	3	1	2	0	1	2		0	false	
255	3	6	4	3	4	3	3	1	2	0	1	2		0	false	
256	0	5	4	0	3	3	0	2	2	0	1	2		0	false	
257	1	5	4	0	3	3	0	2	2	0	1	2		0	false	
258	2	5	4	0	3	3	0	2	2	0	1	2		0	false	
259	3	5	4	0	3	3	0	2	2	0	1	2		0	false	
260	0	6	4	0	3	3	0	2	2	0	1	2		0	false	
261	1	6	4	0	3	3	0	2	2	0	1	2		0	false	
262	2	6	4	0	3	3	0	2	2	0	1	2		0	false	
263	3	6	4	0	3	3	0	2	2	0	1	2		0	false	
264	0	5	4	1	3	3	0	2	2	0	1	2		0	false	
265	1	5	4	1	3	3	0	2	2	0	1	2		0	false	
266	2	5	4	1	3	3	0	2	2	0	1	2		0	false	
267	3	5	4	1	3	3	0	2	2	0	1	2		0	false	
268	0	6	4	1	3	3	0	2	2	0	1	2		0	false	
269	1	6	4	1	3	3	0	2	2	0	1	2		0	false	
270	2	6	4	1	3	3	0	2	2	0	1	2		0	false	
271	3	6	4	1	3	3	0	2	2	0	1	2		0	false	
272	0	5	4	2	3	3	0	2	2	0	1	2		0	false	
273	1	5	4	2	3	3	0	2	2	0	1	2		0	false	
274	2	5	4	2	3	3	0	2	2	0	1	2		0	false	
275	3	5	4	2	3	3	0	2	2	0	1	2		0	false	
276	0	6	4	2	3	3	0	2	2	0	1	2		0	false	
277	1	6	4	2	3	3	0	2	2	0	1	2		0	false	
278	2	6	4	2	3	3	0	2	2	0	1	2		0	false	
279	3	6	4	2	3	3	0	2	2	0	1	2		0	false	
280	0	5	4	3	3	3	0	2	2	0	1	2		0	false	
281	1	5	4	3	3	3	0	2	2	0	1	2		0	false	
282	2	5	4	3	3	3	0	2	2	0	1	2		0	false	
283	3	5	4	3	3	3	0	2	2	0	1	2		0	false	
284	0	6	4	3	3	3	0	2	2	0	1	2		0	false	
285	1	6	4	3	3	3	0	2	2	0	1	2		0	false	
286	2	6	4	3	3	3	0	2	2	0	1	2		0	false	
287	3	6	4	3	3	3	0	2	2	0	1	2		0	false	
288	0	5	4	0	4	3	0	2	2	0	1	2		0	false	
289	1	5	4	0	4	3	0	2	2	0	1	2		0	false	
290	2	5	4	0	4	3	0	2	2	0	1	2		0	false	
291	3	5	4	0	4	3	0	2	2	0	1	2		0	false	
292	0	6	4	0	4	3	0	2	2	0	1	2		0	false	
293	1	6	4	0	4	3	0	2	2	0	1	2		0	false	
294	2	6	4	0	4	3	0	2	2	0	1	2		0	false	
295	3	6	4	0	4	3	0	2	2	0	1	2		0	false	
296	0	5	4	1	4	3	0	2	2	0	1	2		0	false	
297	1	5	4	1	4	3	0	2	2	0	1	2		0	false	
298	2	5	4	1	4	3	0	2	2	0	1	2		0	false	
299	3	5	4	1	4	3	0	2	2	0	1	2		0	false	
300	0	6	4	1	4	3	0	2	2	0	1	2		0	false	
301	1	6	4	1	4	3	0	2	2	0	1	2		0	false	
302	2	6	4	1	4	3	0	2	2	0	1	2		0	false	
303	3	6	4	1	4	3	0	2	2	0	1	2		0	false	
304	0	5	4	2	4	3	0	2	2	0	1	2		0	false	
305	1	5	4	2	4	3	0	2	2	0	1	2		0	false	
306	2	5	4	2	4	3	0	2	2	0	1	2		0	false	
307	3	5	4	2	4	3	0	2	2	0	1	2		0	false	
308	0	6	4	2	4	3	0	2	2	0	1	2		0	false	
309	1	6	4	2	4	3	0	2	2	0	1	2		0	false	
310	2	6	4	2	4	3	0	2	2	0	1	2		0	false	
311	3	6	4	2	4	3	0	2	2	0	1	2		0	false	
312	0	5	4	3	4	3	0	2	2	0	1	2		0	false	
313	1	5	4	3	4	3	0	2	2	0	1	2		0	false	
314	2	5	4	3	4	3	0	2	2	0	1	2		0	false	
315	3	5	4	3	4	3	0	2	2	0	1	2		0	false	
316	0	6	4	3	4	3	0	2	2	0	1	2		0	false	
317	1	6	4	3	4	3	0	2	2	0	1	2		0	false	
318	2	6	4	3	4	3	0	2	2	0	1	2		0	false	
319	3	6	4	3	4	3	0	2	2	0	1	2		0	false	
320	0	5	4	0	3	3	1	2	2	0	1	2		0	false	
321	1	5	4	0	3	3	1	2	2	0	1	2		0	false	
322	2	5	4	0	3	3	1	2	2	0	1	2		0	false	
323	3	5	4	0	3	3	1	2	2	0	1	2		0	false	
324	0	6	4	0	3	3	1	2	2	0	1	2		0	false	
325	1	6	4	0	3	3	1	2	2	0	1	2		0	false	
326	2	6	4	0	3	3	1	2	2	0	1	2		0	false	
327	3	6	4	0	3	3	1	2	2	0	1	2		0	false	
328	0	5	4	1	3	3	1	2	2	0	1	2		0	false	
329	1	5	4	1	3	3	1	2	2	0	1	2		0	false	
330	2	5	4	1	3	3	1	2	2	0	1	2		0	false	
331	3	5	4	1	3	3	1	2	2	0	1	2		0	false	
332	0	6	4	1	3	3	1	2	2	0	1	2		0	false	
333	1	6	4	1	3	3	1	2	2	0	1	2		0	false	
334	2	6	4	1	3	3	1	2	2	0	1	2		0	false	
335	3	6	4	1	3	3	1	2	2	0	1	2		0	false	
336	0	5	4	2	3	3	1	2	2	0	1	2		0	false	
337	1	5	4	2	3	3	1	2	2	0	1	2		0	false	
338	2	5	4	2	3	3	1	2	2	0	1	2		0	false	
339	3	5	4	2	3	3	1	2	2	0	1	2		0	false	
340	0	6	4	2	3	3	1	2	2	0	1	2		0	false	
341	1	6	4	2	3	3	1	2	2	0	1	2		0	false	
342	2	6	4	2	3	3	1	2	2	0	1	2		0	false	
343	3	6	4	2	3	3	1	2	2	0	1	2		0	false	
344	0	5	4	3	3	3	1	2	2	0	1	2		0	false	
345	1	5	4	3	3	3	1	2	2	0	1	2		0	false	
346	2	5	4	3	3	3	1	2	2	0	1	2		0	false	
347	3	5	4	3	3	3	1	2	2	0	1	2		0	false	
348	0	6	4	3	3	3	1	2	2	0	1	2		0	false	
349	1	6	4	3	3	3	1	2	2	0	1	2		0	false	
350	2	6	4	3	3	3	1	2	2	0	1	2		0	false	
351	3	6	4	3	3	3	1	2	2	0	1	2		0	false	
352	0	5	4	0	4	3	1	2	2	0	1	2		0	false	
353	1	5	4	0	4	3	1	2	2	0	1	2		0	false	
354	2	5	4	0	4	3	1	2	2	0	1	2		0	false	
355	3	5	4	0	4	3	1	2	2	0	1	2		0	false	
356	0	6	4	0	4	3	1	2	2	0	1	2		0	false	
357	1	6	4	0	4	3	1	2	2	0	1	2		0	false	
358	2	6	4	0	4	3	1	2	2	0	1	2		0	false	
359	3	6	4	0	4	3	1	2	2	0	1	2		0	false	
360	0	5	4	1	4	3	1	2	2	0	1	2		0	false	
361	1	5	4	1	4	3	1	2	2	0	1	2		0	false	
362	2	5	4	1	4	3	1	2	2	0	1	2		0	false	
363	3	5	4	1	4	3	1	2	2	0	1	2		0	false	
364	0	6	4	1	4	3	1	2	2	0	1	2		0	false	
365	1	6	4	1	4	3	1	2	2	0	1	2		0	false	
366	2	6	4	1	4	3	1	2	2	0	1	2		0	false	
367	3	6	4	1	4	3	1	2	2	0	1	2		0	false	
368	0	5	4	2	4	3	1	2	2	0	1	2		0	false	
369	1	5	4	2	4	3	1	2	2	0	1	2		0	false	
370	2	5	4	2	4	3	1	2	2	0	1	2		0	false	
371	3	5	4	2	4	3	1	2	2	0	1	2		0	false	
372	0	6	4	2	4	3	1	2	2	0	1	2		0	false	
373	1	6	4	2	4	3	1	2	2	0	1	2		0	false	
374	2	6	4	2	4	3	1	2	2	0	1	2		0	false	
375	3	6	4	2	4	3	1	2	2	0	1	2		0	false	
376	0	5	4	3	4	3	1	2	2	0	1	2		0	false	
377	1	5	4	3	4	3	1	2	2	0	1	2		0	false	
378	2	5	4	3	4	3	1	2	2	0	1	2		0	false	
379	3	5	4	3	4	3	1	2	2	0	1	2		0	false	
380	0	6	4	3	4	3	1	2	2	0	1	2		0	false	
381	1	6	4	3	4	3	1	2	2	0	1	2		0	false	
382	2	6	4	3	4	3	1	2	2	0	1	2		0	false	
383	3	6	4	3	4	3	1	2	2	0	1	2		0	false	
384	0	5	4	0	3	3	2	2	2	0	1	2		0	false	
385	1	5	4	0	3	3	2	2	2	0	1	2		0	false	
386	2	5	4	0	3	3	2	2	2	0	1	2		0	false	
387	3	5	4	0	3	3	2	2	2	0	1	2		0	false	
388	0	6	4	0	3	3	2	2	2	0	1	2		0	false	
389	1	6	4	0	3	3	2	2	2	0	1	2		0	false	
390	2	6	4	0	3	3	2	2	2	0	1	2		0	false	
391	3	6	4	0	3	3	2	2	2	0	1	2		0	false	
392	0	5	4	1	3	3	2	2	2	0	1	2		0	false	
393	1	5	4	1	3	3	2	2	2	0	1	2		0	false	
394	2	5	4	1	3	3	2	2	2	0	1	2		0	false	
