workload,namespace,nb_of_tenants,config,resource_size,completion_time
sql,silver,15,2_0_0_1,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,125
sql,silver,14,2_0_0_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,129
sql,silver,13,0_2_1_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,135
sql,silver,12,0_1_1_3,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,129
sql,silver,11,1_0_1_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,144
sql,silver,10,0_0_2_3,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,119
sql,silver,9,0_1_1_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,143
sql,silver,8,1_0_0_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,150
sql,silver,7,0_0_2_1,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,117
sql,silver,6,0_1_0_1,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,109
sql,silver,5,0_0_2_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,107
sql,silver,4,0_0_1_2,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,89
sql,silver,3,0_0_1_1,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,82
sql,silver,2,0_0_0_2,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,97
